age  team  league  position  game_played  game_started  min_pg  fg_pg  fga_pg  fg_pct  fg3_pg  fg3a_pg  fg3_pct  fg2_pg  fg2a_pg  fg2_pct  efg_pct  ft_pg  fta_pg  ft_pct  orb_pg  drb_pg  trb_pg  ast_pg  stl_pg  blk_pg  tov_pg  pf_pg  pts_pg  draft_order  shoot_hand  player_height  player_weight  C  SG  SF  PG  PF  Right  Left  6-11  7-1  6-8  7-3  6-0  5-10  6-5  6-6  5-11  6-1  6-4  5-9  6-7  6-3  6-10  7-2  6-9  7-0  6-2  
24  NOK  NBA  C  73  73  34.6  4.0  6.4  .624  0.0  0.0  .000  4.0  6.4  .625  .624  1.5  2.8  .527  4.4  8.0  12.4  0.9  0.5  1.8  1.7  3.3  9.5  2  Right  7-1  240  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  CHA  NBA  C  51  27  22.8  2.1  3.7  .574  0.0  0.0  0.0  2.1  3.7  .574  .574  2.3  3.1  .732  2.2  4.0  6.3  0.3  0.3  1.1  1.8  2.7  6.5  2  Right  7-1  240  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
29  NYK  NBA  C  62  62  33.2  3.9  5.7  .679  0.0  0.0  .000  3.9  5.7  .683  .679  3.5  5.1  .689  3.4  6.5  9.9  0.9  0.9  1.4  1.6  3.0  11.3  2  Right  7-1  240  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
30  NYK  NBA  C  66  66  32.8  3.9  6.1  .638  0.0  0.0  0.0  3.9  6.1  .638  .638  2.7  3.9  .694  4.1  6.6  10.7  0.9  0.6  1.1  1.3  2.8  10.4  2  Right  7-1  240  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
31  NYK  NBA  C  55  55  30.2  3.5  5.9  .593  0.0  0.0  .000  3.5  5.8  .595  .593  1.8  2.8  .632  2.9  6.7  9.6  1.1  0.7  1.1  1.3  2.6  8.7  2  Right  7-1  240  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
32  DAL  NBA  C  75  75  30.5  3.9  5.9  .666  0.0  0.0  0.0  3.9  5.9  .666  .666  2.5  3.4  .720  3.9  7.6  11.5  1.1  0.6  1.2  1.4  2.3  10.3  2  Right  7-1  240  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
34  PHO  NBA  C  47  46  27.6  3.3  4.9  .671  0.0  0.0  0.0  3.3  4.9  .671  .671  1.9  2.6  .734  3.3  8.2  11.5  0.6  0.7  0.5  1.4  2.7  8.4  2  Right  7-1  240  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
35  PHO  NBA  C  19  19  25.9  3.1  4.7  .656  0.0  0.0  0.0  3.1  4.7  .656  .656  1.4  2.2  .659  3.1  6.7  9.8  1.0  0.4  0.7  1.2  2.7  7.6  2  Right  7-1  240  1  0  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
19  PHO  NBA  PF  82  75  21.3  3.5  7.7  .449  0.9  2.7  .321  2.6  5.0  .520  .506  1.4  2.2  .624  1.2  3.1  4.2  0.7  0.8  0.9  1.3  3.2  9.2  8  Right  6-10  233  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
20  PHO  NBA  PF  27  21  19.9  2.2  5.5  .405  0.7  2.2  .322  1.5  3.3  .461  .470  1.0  1.4  .730  0.8  3.7  4.5  1.2  0.6  1.1  1.1  2.9  6.1  8  Right  6-10  233  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
26  NOP  NBA  SG  21  0  14.3  1.6  4.6  .351  0.7  2.4  .294  0.9  2.2  .413  .428  0.4  0.6  .667  0.1  1.2  1.3  1.4  0.4  0.0  0.7  1.1  4.3  61  Right  6-3  175  0  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  
22  LAL  NBA  PG  59  38  25.0  4.5  10.1  .448  0.6  2.1  .314  3.9  8.1  .482  .480  2.2  2.7  .829  0.9  2.3  3.2  3.5  0.9  0.2  1.6  1.8  11.9  46  Right  6-5  194  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
23  LAL  NBA  SG  79  79  32.3  6.0  13.9  .433  1.4  4.1  .347  4.6  9.8  .468  .483  2.1  2.6  .804  1.2  2.8  4.0  2.4  1.1  0.1  1.7  2.1  15.5  46  Right  6-5  194  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
24  LAL  NBA  SG  82  19  29.2  5.8  13.1  .445  1.4  4.3  .329  4.4  8.7  .503  .500  1.6  2.0  .798  0.6  2.4  3.0  2.6  1.1  0.1  2.0  1.8  14.7  46  Right  6-5  194  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
25  LAL  NBA  SG  24  0  22.5  5.8  12.1  .481  1.3  3.5  .376  4.5  8.6  .524  .536  1.9  2.5  .763  0.8  2.0  2.8  2.8  0.7  0.0  1.9  1.5  14.9  46  Right  6-5  194  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
23  MIA  NBA  PG  65  2  19.4  2.7  6.9  .393  0.3  1.2  .276  2.4  5.8  .417  .417  1.0  1.3  .776  0.3  1.1  1.4  2.0  0.7  0.0  1.6  1.9  6.8  28  Right  6-2  175  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  
25  MIA  NBA  PG  82  6  24.6  2.5  6.1  .414  0.7  2.1  .345  1.8  4.0  .451  .474  0.6  0.8  .779  0.2  1.7  2.0  3.0  0.9  0.1  1.5  1.9  6.4  28  Right  6-2  175  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  
26  MIA  NBA  PG  47  23  24.4  2.5  6.5  .386  0.6  2.2  .265  1.9  4.3  .446  .430  0.7  1.0  .696  0.3  2.0  2.3  3.5  0.9  0.2  1.2  1.6  6.3  28  Right  6-2  175  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  
27  NOP  NBA  PG  45  23  26.6  4.4  10.8  .405  0.7  2.3  .324  3.6  8.5  .427  .439  1.2  1.4  .800  0.2  3.1  3.4  3.7  0.8  0.1  1.7  2.3  10.6  28  Right  6-2  175  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  
20  ATL  NBA  PF  21  4  23.0  4.9  8.3  .592  0.0  0.0  .000  4.9  8.2  .595  .592  1.7  2.2  .766  3.1  4.0  7.1  0.8  0.7  0.9  1.5  3.7  11.5  19  Right  6-10  235  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
22  NOH  NBA  PG  76  37  27.8  4.9  10.4  .477  0.6  1.5  .400  4.3  8.9  .490  .506  1.9  2.3  .851  0.5  2.0  2.5  5.7  1.0  0.1  2.7  1.2  12.4  21  Right  6-0  175  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
23  IND  NBA  PG  79  79  29.9  5.0  11.0  .457  0.5  1.6  .331  4.5  9.4  .479  .481  2.6  2.9  .871  0.5  2.3  2.8  5.1  1.1  0.2  2.5  1.4  13.2  21  Right  6-0  175  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  IND  NBA  PG  60  56  31.3  3.8  8.7  .440  0.6  1.6  .362  3.3  7.2  .457  .472  2.1  2.6  .830  0.5  2.6  3.1  4.8  0.8  0.2  1.9  1.7  10.4  21  Right  6-0  175  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
25  DAL  NBA  PG  81  47  29.3  4.2  8.9  .471  0.6  1.7  .353  3.6  7.3  .498  .504  3.0  3.4  .880  0.4  2.3  2.7  5.1  1.2  0.1  2.1  1.7  12.0  21  Right  6-0  175  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
26  LAC  NBA  PG  80  35  25.9  4.1  8.7  .467  0.9  2.4  .376  3.2  6.3  .501  .518  2.4  2.8  .857  0.6  1.8  2.4  3.7  1.2  0.2  1.7  1.9  11.4  21  Right  6-0  175  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  SAC  NBA  PG  45  45  34.8  5.8  12.2  .473  1.3  3.6  .373  4.4  8.6  .514  .527  3.2  4.1  .788  0.4  2.8  3.2  5.6  1.5  0.3  2.5  2.1  16.1  21  Right  6-0  175  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
28  SAC  NBA  PG  74  15  30.0  5.1  10.5  .486  1.2  2.9  .401  3.9  7.6  .519  .542  2.6  3.1  .858  0.4  1.9  2.3  4.3  1.0  0.1  1.8  1.9  14.0  21  Right  6-0  175  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
30  IND  NBA  PG  25  25  31.2  4.4  9.6  .461  1.2  3.2  .367  3.3  6.5  .506  .521  2.2  2.5  .873  0.6  2.4  3.1  6.4  1.3  0.2  1.5  2.0  12.2  21  Right  6-0  175  0  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  SEA  NBA  C  82  4  17.0  2.3  4.3  .537  0.0  0.0  .000  2.3  4.3  .541  .537  1.0  1.4  .703  1.9  2.7  4.6  0.4  0.4  0.6  0.8  3.1  5.6  12  Right  6-10  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
25  SEA  NBA  PF  66  27  21.9  3.1  6.0  .525  0.0  0.0  .000  3.1  5.9  .529  .525  1.2  1.7  .699  2.2  3.4  5.6  1.1  0.3  0.5  1.2  3.2  7.5  12  Right  6-10  255  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
26  SEA  NBA  C  82  56  29.0  3.9  7.8  .500  0.0  0.0  .000  3.9  7.7  .502  .500  1.9  2.4  .774  2.8  5.3  8.1  1.0  0.6  0.8  1.5  3.5  9.6  12  Right  6-10  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
27  SEA  NBA  PF  78  35  28.5  4.1  8.2  .502  0.0  0.0  .000  4.1  8.2  .504  .502  1.6  2.1  .737  3.3  6.1  9.4  1.4  0.6  0.8  1.5  3.2  9.8  12  Right  6-10  255  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
28  OKC  NBA  C  71  40  25.8  3.4  6.0  .568  0.0  0.0  .000  3.4  6.0  .570  .568  1.4  1.9  .721  2.5  4.3  6.9  0.9  0.7  0.7  1.0  3.4  8.2  12  Right  6-10  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
29  OKC  NBA  C  75  5  20.8  2.4  4.1  .589  0.0  0.1  .250  2.4  4.1  .593  .591  1.0  1.4  .692  2.0  3.1  5.1  0.5  0.5  0.6  0.8  3.1  5.9  12  Right  6-10  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
30  OKC  NBA  C  71  2  21.5  1.9  3.4  .566  0.0  0.0  0.0  1.9  3.4  .566  .566  0.8  1.0  .753  1.7  2.8  4.5  1.0  0.6  0.4  0.8  3.0  4.6  12  Right  6-10  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
32  OKC  NBA  C  81  2  19.5  2.2  3.7  .595  0.0  0.0  .000  2.2  3.6  .603  .595  0.7  1.0  .769  1.5  2.6  4.1  1.5  0.6  0.4  0.9  2.4  5.1  12  Right  6-10  255  1  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
34  OKC  NBA  PF  66  2  16.7  1.6  3.8  .419  0.2  0.9  .267  1.4  2.9  .466  .451  0.7  1.0  .692  1.4  2.4  3.8  1.4  0.5  0.4  0.7  2.4  4.1  12  Right  6-10  255  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
35  OKC  NBA  PF  59  4  11.8  0.8  1.8  .459  0.0  0.0  .000  0.8  1.8  .467  .459  0.4  0.6  .697  1.2  1.7  2.9  0.9  0.3  0.3  0.8  1.8  2.1  12  Right  6-10  255  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  
20  MEM  NBA  PG  53  46  26.1  3.6  8.3  .428  0.6  1.7  .330  3.0  6.6  .453  .462  1.7  2.3  .732  0.4  2.2  2.6  4.2  0.8  0.0  1.7  1.6  9.4  4  Left  6-1  175  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
21  MEM  NBA  PG  82  61  30.6  3.9  8.9  .442  1.1  2.6  .406  2.9  6.3  .458  .503  2.0  2.4  .817  0.3  3.1  3.4  4.3  1.1  0.1  1.7  1.8  10.9  4  Left  6-1  175  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
22  MEM  NBA  PG  80  80  32.1  4.6  10.4  .445  1.0  2.7  .387  3.6  7.7  .464  .494  1.7  2.3  .743  0.4  2.0  2.4  5.3  1.4  0.2  2.1  2.2  12.0  4  Left  6-1  175  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
24  MEM  NBA  PG  62  61  35.1  4.8  11.0  .433  1.0  2.6  .377  3.8  8.5  .450  .477  2.2  2.5  .861  0.4  2.2  2.5  6.5  2.2  0.2  2.0  2.1  12.7  4  Left  6-1  175  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
25  MEM  NBA  PG  80  80  34.5  5.2  11.8  .440  1.3  3.7  .362  3.9  8.1  .476  .497  2.9  3.5  .830  0.5  2.3  2.8  6.1  2.2  0.3  2.4  2.1  14.6  4  Left  6-1  175  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
26  MEM  NBA  PG  73  73  33.5  6.3  14.1  .450  1.4  4.0  .361  4.9  10.1  .484  .500  3.1  3.8  .815  0.6  2.4  2.9  6.0  1.5  0.2  2.1  1.9  17.2  4  Left  6-1  175  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
28  MEM  NBA  PG  56  56  31.4  5.3  12.4  .422  1.4  3.8  .363  3.9  8.6  .449  .478  3.4  4.1  .834  0.5  2.5  2.9  6.1  1.2  0.3  1.5  1.8  15.3  4  Left  6-1  175  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
29  MEM  NBA  PG  69  68  33.2  6.7  14.6  .460  2.5  6.1  .408  4.2  8.6  .497  .545  4.6  5.3  .859  0.4  3.0  3.5  6.3  1.3  0.3  2.3  1.8  20.5  4  Left  6-1  175  0  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  
24  POR  NBA  SG  39  1  8.1  0.9  1.8  .514  0.4  0.8  .515  0.5  1.0  .513  .632  0.2  0.2  .778  0.3  1.1  1.3  0.7  0.2  0.1  0.4  0.6  2.5  41  Right  6-5  206  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
25  POR  NBA  SG  24  5  19.8  2.3  5.0  .446  1.3  2.9  .429  1.0  2.1  .471  .570  0.5  0.6  .929  0.3  2.1  2.3  1.2  0.2  0.3  0.7  1.2  6.3  41  Right  6-5  206  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
20  SAC  NBA  C  81  62  28.5  5.3  12.4  .430  0.0  0.2  .167  5.3  12.2  .435  .432  3.4  5.0  .687  2.7  6.0  8.6  2.5  1.0  0.8  3.3  4.1  14.1  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
21  SAC  NBA  C  64  62  30.5  7.0  15.6  .448  0.0  0.2  .143  7.0  15.4  .453  .449  4.1  5.8  .702  4.1  6.8  11.0  1.6  1.5  1.2  2.7  4.0  18.1  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
22  SAC  NBA  C  75  74  30.5  6.4  13.8  .465  0.1  0.3  .182  6.4  13.5  .471  .467  4.2  5.6  .738  3.0  7.0  9.9  2.7  1.4  0.7  3.0  3.6  17.1  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
23  SAC  NBA  C  71  71  32.4  8.3  16.8  .496  0.0  0.1  .000  8.3  16.7  .499  .496  6.1  8.4  .726  3.1  8.6  11.7  2.9  1.5  1.3  3.5  3.8  22.7  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  SAC  NBA  C  59  59  34.1  8.4  18.1  .467  0.0  0.1  .250  8.4  17.9  .469  .468  7.2  9.2  .782  3.1  9.5  12.7  3.6  1.5  1.7  4.3  4.1  24.1  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
25  SAC  NBA  C  65  65  34.6  9.2  20.5  .451  1.1  3.2  .333  8.2  17.3  .473  .477  7.3  10.2  .718  2.4  9.1  11.5  3.3  1.6  1.4  3.8  3.6  26.9  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
26  SAC  NBA  C  55  55  34.4  9.2  20.3  .452  1.7  4.9  .356  7.5  15.5  .482  .494  7.7  10.0  .770  2.1  8.5  10.6  4.8  1.4  1.3  3.8  3.7  27.8  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
26  NOP  NBA  C  17  17  33.8  8.4  18.5  .452  2.1  5.6  .375  6.2  12.8  .486  .510  5.5  7.1  .777  2.2  10.2  12.4  3.9  1.5  1.1  3.6  4.4  24.4  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
27  NOP  NBA  C  25  25  35.6  8.9  19.3  .462  2.2  6.6  .331  6.7  12.7  .530  .519  5.8  7.9  .737  2.2  10.5  12.6  5.1  1.6  1.7  5.0  3.5  25.9  5  Right  6-11  270  1  0  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
24  PHI  NBA  SF  70  49  27.9  4.3  10.8  .396  2.4  6.4  .374  1.9  4.4  .426  .506  2.5  3.1  .820  0.9  3.6  4.5  1.5  1.4  0.4  1.8  2.7  13.5  61  Right  6-9  215  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  
26  PHI  NBA  SF  67  67  31.6  4.4  10.9  .399  2.0  6.1  .333  2.3  4.8  .484  .492  2.1  2.6  .822  1.4  5.1  6.5  1.5  1.9  1.0  2.0  3.0  12.9  61  Right  6-9  215  0  0  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  
27  PHI  NBA  PF  24  24  32.0  5.2  11.8  .440  3.2  7.7  .416  2.0  4.0  .485  .576  1.6  2.0  .809  1.1  5.1  6.2  1.9  1.5  0.8  1.8  3.3  15.1  61  Right  6-9  215  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  
23  POR  NBA  SG  81  8  26.0  3.8  8.4  .459  1.4  3.5  .393  2.5  4.9  .506  .541  1.2  1.4  .867  0.3  2.3  2.7  1.2  0.8  0.2  0.8  2.4  10.3  31  Right  6-6  210  0  1  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
24  POR  NBA  SG  79  7  28.5  3.8  8.2  .468  1.7  3.8  .444  2.1  4.4  .490  .572  1.3  1.6  .847  0.2  2.6  2.9  1.2  0.7  0.3  0.8  2.2  10.7  31  Right  6-6  210  0  1  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
20  CHI  NBA  PG  61  8  17.2  1.8  5.0  .352  0.7  1.9  .350  1.1  3.1  .353  .419  0.4  0.6  .794  0.1  1.3  1.5  2.3  0.7  0.2  1.4  1.1  4.6  8  Right  6-5  200  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
21  CHI  NBA  PG  23  6  20.9  3.9  8.1  .476  1.1  2.5  .448  2.7  5.6  .488  .545  0.4  0.6  .769  0.2  1.3  1.5  2.4  0.8  0.2  1.4  0.8  9.3  8  Right  6-5  200  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
22  CHI  NBA  PG  80  31  24.9  4.2  10.1  .413  1.1  3.0  .355  3.1  7.1  .438  .467  1.3  1.6  .806  0.3  2.1  2.3  4.2  1.0  0.3  1.7  1.6  10.7  8  Right  6-5  200  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
24  NYK  NBA  SG  70  67  38.4  6.2  15.7  .398  2.6  7.3  .361  3.6  8.4  .431  .483  2.6  3.1  .843  0.5  2.4  2.9  4.3  1.3  0.3  2.1  1.9  17.7  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
25  NYK  NBA  SG  79  27  32.3  4.6  11.1  .416  1.3  3.7  .345  3.4  7.4  .452  .474  3.7  4.5  .826  0.5  2.7  3.1  3.8  1.1  0.2  2.2  1.9  14.3  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
27  NYK  NBA  SG  80  80  39.9  7.1  17.4  .410  2.2  6.2  .356  4.9  11.2  .439  .473  4.1  4.8  .864  0.5  2.1  2.6  5.0  1.0  0.2  2.4  1.8  20.6  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
28  GSW  NBA  PG  54  54  38.6  6.4  15.8  .406  2.0  5.9  .338  4.4  9.9  .446  .468  4.9  5.5  .889  0.4  2.9  3.3  4.4  0.9  0.2  2.3  1.5  19.7  8  Right  6-5  200  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
30  ATL  NBA  SG  76  0  30.2  4.8  11.5  .421  1.6  4.6  .341  3.3  6.9  .474  .489  2.9  3.4  .854  0.3  1.4  1.7  3.2  0.8  0.2  1.9  1.3  14.2  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
31  POR  NBA  PG  60  6  26.9  4.7  12.3  .384  1.3  4.3  .308  3.4  8.0  .426  .438  3.2  3.4  .927  0.3  1.7  2.0  3.2  0.9  0.2  1.9  1.2  14.0  8  Right  6-5  200  0  0  0  1  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
32  LAC  NBA  SG  76  0  29.3  5.9  13.4  .438  2.0  5.2  .376  3.9  8.2  .477  .511  2.8  3.3  .871  0.3  1.4  1.7  2.5  1.0  0.2  1.9  0.9  16.5  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
33  LAC  NBA  SG  69  24  30.3  6.1  14.7  .416  2.3  6.5  .361  3.8  8.2  .460  .496  4.0  4.7  .866  0.5  1.8  2.3  3.2  0.9  0.2  2.0  1.7  18.6  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
34  LAC  NBA  SG  64  4  26.6  5.2  13.1  .396  1.9  5.7  .327  3.3  7.4  .448  .467  3.5  3.9  .901  0.3  1.7  1.9  2.5  0.9  0.2  1.4  1.7  15.8  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
35  LAC  NBA  SG  79  5  26.9  4.8  11.9  .404  1.5  4.4  .340  3.3  7.5  .440  .466  3.1  3.4  .904  0.3  1.6  1.8  2.3  0.7  0.2  1.4  1.5  14.2  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
37  MIN  NBA  SG  26  0  17.5  3.2  8.0  .399  1.2  3.5  .352  2.0  4.5  .436  .476  1.6  1.7  .932  0.2  0.9  1.1  2.0  0.5  0.1  1.2  1.1  9.2  8  Right  6-5  200  0  1  0  0  0  1  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  
22  DAL  NBA  SF  78  16  17.3  1.8  4.7  .384  0.8  2.5  .328  1.0  2.2  .446  .470  0.6  0.9  .644  0.4  1.9  2.4  1.2  0.8  0.2  0.6  1.6  5.0  34  Right  6-6  235  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
23  DAL  NBA  SF  78  8  16.1  1.7  3.8  .439  0.6  1.9  .331  1.0  1.9  .552  .524  0.6  0.8  .754  0.6  1.9  2.5  0.8  0.8  0.3  0.5  1.3  4.6  34  Right  6-6  235  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
24  DAL  NBA  SF  25  0  10.6  1.3  3.0  .434  0.5  1.5  .342  0.8  1.5  .526  .520  0.4  0.4  .909  0.5  0.7  1.2  0.5  0.6  0.2  0.4  1.0  3.6  34  Right  6-6  235  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
24  BOS  NBA  SF  57  17  24.2  3.4  8.2  .418  0.8  3.0  .282  2.6  5.2  .495  .469  1.7  2.3  .762  1.1  3.6  4.6  1.4  1.0  0.4  0.7  1.9  9.5  34  Right  6-6  235  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
25  BOS  NBA  SF  73  73  31.6  4.9  11.1  .443  1.7  5.0  .336  3.3  6.2  .529  .518  2.7  3.3  .820  1.0  4.2  5.1  1.8  1.7  0.5  1.1  2.7  14.2  34  Right  6-6  235  0  0  1  0  0  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  
